2026-04-25 11:50:19,143 [INFO] === Démarrage du pipeline — config : config/baseline.yaml ===
2026-04-25 11:50:19,729 [INFO] Provider : groq/llama-3.1-8b-instant
2026-04-25 11:50:19,732 [INFO] Config existante réutilisée → config_20260425_113723.yaml
2026-04-25 11:50:19,737 [INFO] [fr] Reprise détectée — 330 questions déjà traitées dans fr_specific_groq_llama-3.1-8b-instant.jsonl
2026-04-25 11:59:41,231 [INFO] [fr] Q571 OK — Vous pouvez essayer de maintenir une distance respectueuse a...
2026-04-25 11:59:43,577 [INFO] [fr] Q572 OK — Vous pouvez essayer de maintenir une distance respectueuse a...
2026-04-25 11:59:45,896 [INFO] [fr] Q573 OK — Vous pouvez essayer de maintenir une distance respectueuse a...
2026-04-25 11:59:48,258 [INFO] [fr] Q574 OK — Vous pouvez essayer de communiquer avec votre voisin pour ex...
2026-04-25 11:59:50,623 [INFO] [fr] Q575 OK — Vous pouvez essayer de maintenir une distance respectueuse a...
2026-04-25 11:59:52,896 [INFO] [fr] Q576 OK — Vous pouvez essayer de communiquer avec votre voisin pour ex...
2026-04-25 11:59:55,215 [INFO] [fr] Q577 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 11:59:57,726 [INFO] [fr] Q578 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:00,055 [INFO] [fr] Q579 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:02,398 [INFO] [fr] Q580 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:04,791 [INFO] [fr] Q581 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:07,020 [INFO] [fr] Q582 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:09,281 [INFO] [fr] Q583 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:11,599 [INFO] [fr] Q584 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:14,207 [INFO] [fr] Q585 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:16,765 [INFO] [fr] Q586 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:19,325 [INFO] [fr] Q587 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:21,699 [INFO] [fr] Q588 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:24,135 [INFO] [fr] Q589 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:26,589 [INFO] [fr] Q590 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:29,164 [INFO] [fr] Q591 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:31,465 [INFO] [fr] Q592 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:33,748 [INFO] [fr] Q593 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:36,049 [INFO] [fr] Q594 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:38,316 [INFO] [fr] Q595 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:40,649 [INFO] [fr] Q596 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:42,918 [INFO] [fr] Q597 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:45,335 [INFO] [fr] Q598 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:47,899 [INFO] [fr] Q599 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:50,365 [INFO] [fr] Q600 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:52,727 [INFO] [fr] Q601 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:54,932 [INFO] [fr] Q602 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:57,267 [INFO] [fr] Q603 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:00:59,551 [INFO] [fr] Q604 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:01:01,773 [INFO] [fr] Q605 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:01:04,037 [INFO] [fr] Q606 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:01:06,332 [INFO] [fr] Q607 OK — Il est essentiel de prendre soin de votre bien-être émotionn...
2026-04-25 12:01:08,849 [INFO] [fr] Q608 OK — Il est essentiel de prendre soin de votre bien-être émotionn...
2026-04-25 12:01:11,345 [INFO] [fr] Q609 OK — Il est essentiel de trouver un soutien et un espace sûr pour...
2026-04-25 12:01:14,391 [INFO] [fr] Q610 OK — Il est essentiel de trouver un soutien et un espace sûr pour...
2026-04-25 12:01:16,885 [INFO] [fr] Q611 OK — Il est essentiel de prendre le temps de réfléchir à tes sent...
2026-04-25 12:01:19,378 [INFO] [fr] Q612 OK — Il est essentiel de trouver un soutien et un espace sûr pour...
2026-04-25 12:01:21,699 [INFO] [fr] Q613 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:24,147 [INFO] [fr] Q614 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:26,612 [INFO] [fr] Q615 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:01:29,130 [INFO] [fr] Q616 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:01:31,620 [INFO] [fr] Q617 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:01:33,924 [INFO] [fr] Q618 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:36,150 [INFO] [fr] Q619 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:38,486 [INFO] [fr] Q620 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:40,945 [INFO] [fr] Q621 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:43,392 [INFO] [fr] Q622 OK — Il est recommandé de consulter un professionnel de santé, un...
2026-04-25 12:01:45,855 [INFO] [fr] Q623 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:48,426 [INFO] [fr] Q624 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:01:50,770 [INFO] [fr] Q625 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:01:53,055 [INFO] [fr] Q626 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:01:55,476 [INFO] [fr] Q627 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:01:57,937 [INFO] [fr] Q628 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:00,506 [INFO] [fr] Q629 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:02,953 [INFO] [fr] Q630 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:05,360 [INFO] [fr] Q631 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:07,614 [INFO] [fr] Q632 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:09,841 [INFO] [fr] Q633 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:12,282 [INFO] [fr] Q634 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:14,841 [INFO] [fr] Q635 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:17,267 [INFO] [fr] Q636 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:19,494 [INFO] [fr] Q637 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:21,946 [INFO] [fr] Q638 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:24,461 [INFO] [fr] Q639 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:26,896 [INFO] [fr] Q640 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:29,213 [INFO] [fr] Q641 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:31,560 [INFO] [fr] Q642 OK — Il est recommandé de consulter un professionnel de la santé ...
2026-04-25 12:02:33,991 [INFO] [fr] Q643 OK — Il est essentiel de rechercher des ressources et des organis...
2026-04-25 12:02:36,362 [INFO] [fr] Q644 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:38,663 [INFO] [fr] Q645 OK — Il est essentiel de rechercher des ressources et des organis...
2026-04-25 12:02:40,975 [INFO] [fr] Q646 OK — Il est essentiel de rechercher des ressources locales et des...
2026-04-25 12:02:43,404 [INFO] [fr] Q647 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:45,656 [INFO] [fr] Q648 OK — Il est essentiel de rechercher un soutien et des ressources ...
2026-04-25 12:02:48,026 [INFO] [fr] Q649 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:02:50,373 [INFO] [fr] Q650 OK — Vous pouvez vous tourner vers des organisations de soutien e...
2026-04-25 12:02:52,748 [INFO] [fr] Q651 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:02:55,188 [INFO] [fr] Q652 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:02:57,591 [INFO] [fr] Q653 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:02:59,994 [INFO] [fr] Q654 OK — Il est important de rechercher un soutien et des ressources ...
2026-04-25 12:03:02,380 [INFO] [fr] Q655 OK — Vous pouvez vous tourner vers des organisations de soutien e...
2026-04-25 12:03:04,815 [INFO] [fr] Q656 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:03:07,196 [INFO] [fr] Q657 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:03:09,489 [INFO] [fr] Q658 OK — Vous pouvez vous tourner vers des associations et des organi...
2026-04-25 12:03:11,832 [INFO] [fr] Q659 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:03:14,225 [INFO] [fr] Q660 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:03:16,688 [INFO] [fr] Q661 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:03:18,957 [INFO] [fr] Q662 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:03:21,232 [INFO] [fr] Q663 OK — Il est important de rechercher un soutien et des ressources ...
2026-04-25 12:03:23,659 [INFO] [fr] Q664 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:03:26,026 [INFO] [fr] Q665 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:03:28,466 [INFO] [fr] Q666 OK — Vous pouvez vous tourner vers des organisations de soutien e...
2026-04-25 12:03:31,029 [INFO] [fr] Q667 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:03:33,307 [INFO] [fr] Q668 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:03:35,734 [INFO] [fr] Q669 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:03:38,200 [INFO] [fr] Q670 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:03:40,645 [INFO] [fr] Q671 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:03:43,204 [INFO] [fr] Q672 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:03:45,603 [INFO] [fr] Q673 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:03:47,934 [INFO] [fr] Q674 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:03:50,480 [INFO] [fr] Q675 OK — Vous pouvez vous tourner vers des organisations de soutien e...
2026-04-25 12:03:53,037 [INFO] [fr] Q676 OK — Il est important de rechercher un soutien et des ressources ...
2026-04-25 12:03:55,506 [INFO] [fr] Q677 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:03:57,952 [INFO] [fr] Q678 OK — Il est important de prendre le temps de réfléchir à tes sent...
2026-04-25 12:04:00,408 [INFO] [fr] Q679 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:04:02,872 [INFO] [fr] Q680 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:04:05,183 [INFO] [fr] Q681 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:04:07,589 [INFO] [fr] Q682 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:04:10,037 [INFO] [fr] Q683 OK — Il est essentiel de trouver un soutien et des ressources fia...
2026-04-25 12:04:12,502 [INFO] [fr] Q684 OK — Il est essentiel de rechercher des ressources et des communa...
2026-04-25 12:04:15,046 [INFO] [fr] Q685 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:17,374 [INFO] [fr] Q686 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:04:19,766 [INFO] [fr] Q687 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:22,229 [INFO] [fr] Q688 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:24,777 [INFO] [fr] Q689 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:04:27,138 [INFO] [fr] Q690 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:04:29,665 [INFO] [fr] Q691 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:32,167 [INFO] [fr] Q692 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:34,727 [INFO] [fr] Q693 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:37,232 [INFO] [fr] Q694 OK — Vous pouvez envisager de discuter avec votre partenaire pour...
2026-04-25 12:04:39,709 [INFO] [fr] Q695 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:42,188 [INFO] [fr] Q696 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:44,659 [INFO] [fr] Q697 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:47,006 [INFO] [fr] Q698 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:49,440 [INFO] [fr] Q699 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:04:51,926 [INFO] [fr] Q700 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:54,478 [INFO] [fr] Q701 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:04:56,839 [INFO] [fr] Q702 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:04:59,175 [INFO] [fr] Q703 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:01,649 [INFO] [fr] Q704 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:04,219 [INFO] [fr] Q705 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:05:06,779 [INFO] [fr] Q706 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:05:09,333 [INFO] [fr] Q707 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:05:11,697 [INFO] [fr] Q708 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:14,155 [INFO] [fr] Q709 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:16,802 [INFO] [fr] Q710 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:05:19,378 [INFO] [fr] Q711 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:21,931 [INFO] [fr] Q712 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:24,688 [INFO] [fr] Q713 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:27,120 [INFO] [fr] Q714 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:29,560 [INFO] [fr] Q715 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:05:31,939 [INFO] [fr] Q716 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:34,318 [INFO] [fr] Q717 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:36,878 [INFO] [fr] Q718 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:39,455 [INFO] [fr] Q719 OK — Vous pourriez envisager de discuter avec votre partenaire de...
2026-04-25 12:05:42,200 [INFO] [fr] Q720 OK — Vous pourriez envisager de discuter ouvertement avec votre p...
2026-04-25 12:05:44,621 [INFO] [fr] Q721 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:47,070 [INFO] [fr] Q722 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:49,475 [INFO] [fr] Q723 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:51,935 [INFO] [fr] Q724 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:54,383 [INFO] [fr] Q725 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:56,841 [INFO] [fr] Q726 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:05:59,408 [INFO] [fr] Q727 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:01,865 [INFO] [fr] Q728 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:04,296 [INFO] [fr] Q729 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:06,778 [INFO] [fr] Q730 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:09,334 [INFO] [fr] Q731 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:11,668 [INFO] [fr] Q732 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:14,271 [INFO] [fr] Q733 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:16,714 [INFO] [fr] Q734 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:19,374 [INFO] [fr] Q735 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:21,765 [INFO] [fr] Q736 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:24,198 [INFO] [fr] Q737 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:26,640 [INFO] [fr] Q738 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:29,212 [INFO] [fr] Q739 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:31,671 [INFO] [fr] Q740 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:34,119 [INFO] [fr] Q741 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:36,586 [INFO] [fr] Q742 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:39,031 [INFO] [fr] Q743 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:41,500 [INFO] [fr] Q744 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:44,061 [INFO] [fr] Q745 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:46,541 [INFO] [fr] Q746 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:49,069 [INFO] [fr] Q747 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:51,537 [INFO] [fr] Q748 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:54,079 [INFO] [fr] Q749 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:56,543 [INFO] [fr] Q750 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:06:59,111 [INFO] [fr] Q751 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:01,678 [INFO] [fr] Q752 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:04,066 [INFO] [fr] Q753 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:06,407 [INFO] [fr] Q754 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:08,944 [INFO] [fr] Q755 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:11,262 [INFO] [fr] Q756 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:13,749 [INFO] [fr] Q757 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:16,321 [INFO] [fr] Q758 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:18,754 [INFO] [fr] Q759 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:21,156 [INFO] [fr] Q760 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:23,686 [INFO] [fr] Q761 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:26,189 [INFO] [fr] Q762 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:28,572 [INFO] [fr] Q763 OK — Vous devriez considérer de discuter ouvertement avec votre p...
2026-04-25 12:07:31,064 [INFO] [fr] Q764 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:33,468 [INFO] [fr] Q765 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:35,867 [INFO] [fr] Q766 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:38,329 [INFO] [fr] Q767 OK — Vous devriez considérer de discuter ouvertement avec votre p...
2026-04-25 12:07:40,868 [INFO] [fr] Q768 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:43,228 [INFO] [fr] Q769 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:45,458 [INFO] [fr] Q770 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:48,103 [INFO] [fr] Q771 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:50,611 [INFO] [fr] Q772 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:53,286 [INFO] [fr] Q773 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:55,832 [INFO] [fr] Q774 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:07:58,300 [INFO] [fr] Q775 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:00,694 [INFO] [fr] Q776 OK — Vous devriez considérer de discuter ouvertement avec votre p...
2026-04-25 12:08:02,907 [INFO] [fr] Q777 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:05,179 [INFO] [fr] Q778 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:07,404 [INFO] [fr] Q779 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:09,875 [INFO] [fr] Q780 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:12,440 [INFO] [fr] Q781 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:15,072 [INFO] [fr] Q782 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:17,420 [INFO] [fr] Q783 OK — Vous devriez considérer de discuter ouvertement avec votre p...
2026-04-25 12:08:19,899 [INFO] [fr] Q784 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:22,314 [INFO] [fr] Q785 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:24,820 [INFO] [fr] Q786 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:27,388 [INFO] [fr] Q787 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:29,934 [INFO] [fr] Q788 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:32,355 [INFO] [fr] Q789 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:34,646 [INFO] [fr] Q790 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:37,005 [INFO] [fr] Q791 OK — Vous devriez considérer de discuter ouvertement avec votre p...
2026-04-25 12:08:39,472 [INFO] [fr] Q792 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:41,917 [INFO] [fr] Q793 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:44,306 [INFO] [fr] Q794 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:46,740 [INFO] [fr] Q795 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:49,299 [INFO] [fr] Q796 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:51,751 [INFO] [fr] Q797 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:54,316 [INFO] [fr] Q798 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:56,864 [INFO] [fr] Q799 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:08:59,325 [INFO] [fr] Q800 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:01,611 [INFO] [fr] Q801 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:04,097 [INFO] [fr] Q802 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:06,489 [INFO] [fr] Q803 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:08,957 [INFO] [fr] Q804 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:11,420 [INFO] [fr] Q805 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:14,075 [INFO] [fr] Q806 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:16,634 [INFO] [fr] Q807 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:18,920 [INFO] [fr] Q808 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:21,340 [INFO] [fr] Q809 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:23,651 [INFO] [fr] Q810 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:26,061 [INFO] [fr] Q811 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:28,407 [INFO] [fr] Q812 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:30,870 [INFO] [fr] Q813 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:33,328 [INFO] [fr] Q814 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:35,886 [INFO] [fr] Q815 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:38,339 [INFO] [fr] Q816 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:40,801 [INFO] [fr] Q817 OK — Il est recommandé de discuter ouvertement avec votre partena...
2026-04-25 12:09:43,372 [INFO] [fr] Q818 OK — Il est recommandé de discuter ouvertement avec votre partena...
